barcode,energy,sodium,sugars,fat,
7616700190618,1490,0.039370079,2.5,1.5,
7616700191882,2021,0.196850394,26,27,
7616700192698,1264,0.58,4.5,9,
7616700192797,1366,0.866141732,1.5,8,
7616700193916,1240,0.551181102,2,17,
7616700200676,1062,0.393700787,2,0.7,
7616700201512,430,1.57480315,3,6,
7616700204551,1050,0.472440945,6,4.5,
7616700223613,1016,0.511811024,4.5,13,
7616700223910,1350,0.472440945,3.5,16,
7616700226140,1314,0.8,19,10,
7616700229417,1152,0.551181102,3,3.5,
7616700231120,1923,0.196850394,41,25,
7616700231335,1712,0.047244094,31,14,
7616700233100,1903,0.149606299,32,27,
7616700234190,1533,0.188976378,18,14,
7616700235913,1653,0.019685039,32,0,
7616800101019,1050,0.03,61,0.5,
7616800101040,1070,0.015748031,60,0.5,
7616800101125,1050,0.039370079,60,0,
7616800101224,1060,0.015748031,60,0.5,
7616800101262,1050,0.02,59,0.5,
7616800101385,1050,0.011811024,59,0,
7616800101422,1360,0.070866142,55,0.5,
7616800101446,574,0.354330709,0.5,6,
7616800106045,1040,0.015748031,61,0.5,
7616800150109,339,0,18,0.5,
7616800150208,340,0,18,0.5,
7616800150215,342,0,18,0.5,
7616800150222,240,0.01,13,0.5,
7616800150369,188,0.019685039,9,0,
7616800202617,171,0,9,0.5,
7616800202709,213,0,12,0.5,
7616800202754,209,0,10,0.5,
7616800202808,103,0.003937008,4.5,0.5,
7616800203201,310,0,18,0,
7616800204086,335,0.01,20,0.5,
7616800204093,40,0.007874016,2,0.5,
7616800204116,140,0.011811024,8,0.5,
7616800204130,40,0.003937008,2,0.5,
7616800204154,104,0.039370079,8,0.5,
7616800204284,140,0.003937008,8,0.5,
7616800205106,150,0.015748031,8,0,
7616800205113,119,0.003937008,7,0,
7616800213019,703,0.354330709,2.5,11,
7616800213033,490,0.31496063,0.7,6,
7616800213057,420,0.354330709,4.5,3,
7616800213101,730,0.275590551,0.5,1.5,
7616800213132,490,0.31496063,1,7,
7616800213514,710,0.393700787,2.5,14,
7616800213538,490,0.354330709,1,6,
7616800214030,715,0.346456693,3,6,
7616800214061,691,0.385826772,1.5,8,
7616800214078,706,0.393700787,0.5,6,
7616800250106,480,0.423,19,1,
7616800250403,408,0.433070866,14,2,
7616800250489,324,0.511811024,7,3.5,
7616800250496,324,0.511811024,7,3.5,
7616800250526,195,0.393700787,5,1.5,
7616800301204,380,0.275590551,1.5,0.7,
7616800301259,377,0.29,1.5,0.7,
7616800301303,380,0.275590551,1.5,0.7,
7616800302102,270,0.275590551,2,0.5,
7616800302157,270,0.275590551,2,0.5,
7616800302201,290,0.102362205,2,0.5,
7616800302379,263,0.267716535,2.5,0.5,
7616800304106,260,0.31496063,2,0.5,
7616800304151,280,0.354330709,2,0.6,
7616800304175,280,0.354330709,2,0.6,
7616800304250,230,0.275590551,1,0.5,
7616800304304,230,0,2,0.5,
7616800304359,230,0.275590551,1,0.5,
7616800430058,260,0.31496063,0,0,
7616800430324,385,0.354330709,1.5,2.5,
7616800430379,300,0.255905512,0.9,0.9,
7616800460147,544,0.31496063,0.5,6,
7616800460291,500,0.354330709,0.5,4.5,
7616800460307,1161,0.905511811,0.5,9,
7616800460352,666,0.354330709,0,7,
7616800460383,544,0.31496063,0.5,6,
7616800460840,561,0.393700787,0,6,
7616800490298,364,0.37007874,0.9,4,
7616800559025,141,0.291338583,4,0.5,
7616800650166,706,0.393700787,0.5,15,
7616800650395,1140,0.511811024,0.7,22,
7616800650562,1080,1.181102362,0.8,22,
7616800650579,1017,0.590551181,0.5,20,
7616800650586,956,0.551181102,0.6,17,
7616800650593,1040,0.511811024,1.5,21,
7616800700229,201,0.37,1,2,
7616800700335,724,0.39,0.9,15,
7616800700410,393,0.33,1,8,
7616800705057,414,0.4,3.5,4,
7616800705101,414,0.4,3.5,4,
7616800705156,420,0.393700787,3.5,4,
7616800800059,100,0.31496063,0,0.5,
7616800800073,71,0.23,0.5,0.5,
7616800800165,418,0.38,0.7,3.5,
7616800800189,370,0.354330709,0.5,2,
7616800800400,364,0.39,2,1.5,
7616800800509,400,0.31496063,0.7,0.5,
7616800810454,205,0.31496063,0.9,2.5,
7616800810485,306,0.366141732,2,4.5,
7616800810492,120,0.07,0.6,0.6,
7616800810607,195,0.011811024,11,0.5,
7616800810881,189,0.011811024,9,0.5,
7616800811253,420,0.433070866,2,4,
7616800811291,372,0.393700787,3.5,2.5,
7616800812359,646,0.039370079,16,2.5,
7616800816166,208,0.027559055,9,0.5,
7616800816203,100,0.019685039,6,0,
7616800816302,2004,0.551181102,5,23,
7616800816319,2004,0.31496063,0.5,23,
7616800816814,130,0.196850394,3.5,0.5,
7616800817019,186,0,10,0.5,
7616800817088,2237,0.31496063,0.5,35,
7616800817200,120,0.236220472,1,0.5,
7616800818320,613,0,0.5,5,
7616800820026,730,0.393700787,1,4,
7616800822471,50,0.003937008,2,0,
7616800822532,360,0.31496063,1,2.5,
7616800822570,109,0.011811024,6,0.5,
7616800823195,228,0.511811024,7,0.9,
7616800823300,215,0.393700787,4,2.5,
7616800823485,569,0.35,2.5,6,
7616800823508,399,0.295275591,0.7,0.5,
7616800823515,340,0,18,0.5,
7616800823522,757,0.35,0.5,16,
7616800823546,364,0.385826772,2,1.5,
7616800823706,485,0.196850394,1.5,4.5,
7616800831930,140,0.007874016,8,0.5,
7616800831954,140,0.011811024,8,0.5,
7616800833187,800,0.31496063,1,5,
7616800833286,601,0.354330709,2,7,
7616800833293,365,0.433070866,0.5,7,
7616800833453,2215,0.669291339,2,32,
7616800833521,110,0.039370079,5,0.5,
7616800833552,640,0.41,0.5,2.5,
7616800833668,204,0.011811024,9,0.5,
7616800834627,1015,0.511811024,2,25,
7616800835280,134,0.011811024,8,0,
7616800835518,531,0.33,2.5,5,
7616800835563,544,0.33,2.5,5,
7616800835617,89,0.02,4,0,
7616800835624,108,0.015748031,5,0,
7616800835778,335,0.472440945,7,3,
7616800835815,430,0.354330709,1.5,5,
7616800835822,417,0.362204724,1.5,4.5,
7616800835853,537,0.377952756,3.5,5,
7616800835860,543,0.393700787,2,6,
7616800835969,272,0.007874016,14,0.5,
7616800835983,205,0.011811024,1,0.5,
7616800836416,210,0.011811024,12,0,
7616800836430,258,0.011811024,12,0,
7616800836591,310,0,14,0,
7616800836638,550,0.472440945,0.7,7,
7616800836645,630,0.393700787,0.7,6,
7616800842431,2158,0.472440945,1.4,32,
7616800894201,678,0.04,0,4.5,
7616800894218,96,0.374015748,0.5,0.7,
7616800898162,208,0,9,0.5,
7616800898537,40,0,1.5,0.5,
7616800899589,153,0,9,0,
7616800905624,2275,0.31496063,0.5,35,
7616800905877,465,0.354330709,0.5,3.5,
7616800905884,435,0.393700787,0.7,3.5,
7616800906294,749,0.366141732,0.5,16,
7616800906508,290,0.354330709,4.5,2,
7616800907529,283,0.433070866,1.5,1.5,
7616800907536,283,0.433070866,1.5,1.5,
7616800908656,170,0.011811024,9,0,
7616800909103,610,0.354330709,2.5,4.5,
7616800909400,246,0.551181102,4,1.5,
7616800909684,119,0,7,0,
7617014127901,2490,0.039370079,3.5,51,
7617014164692,362,0.059055118,7.9,3.4,
7617014164708,412,0.059055118,8,4.8,
7617014164715,344,0.047244094,7.8,3.4,
7617014165385,150,0.027559055,4,1,
7617014166474,120,0.027559055,2,1,
7617014166825,1640,0.31496063,69,4.5,
7617014166863,160,0,3.5,1,
7617014166917,240,0.035433071,5,2.5,
7617014166931,150,0.027559055,4,1,
7617014166955,220,0.031496063,8,0.9,
7617015027590,863,0.374015748,2,13,
7617016068004,1600,0.62992126,0.1,28,
7617027000215,1783,0.287401575,24,18,
7617027000642,1525,0.070866142,0,0.6,
7617027007429,170,0,100,0,
7617027008846,1504,0.011811024,0.5,0.7,
7617027009508,1438,0,0,2,
7617027011013,170,0,0,1.5,
7617027012614,610,0.059055118,0.5,4,
7617027015011,1470,0.005,0.5,1,
7617027015035,1497,0,0.5,1,
7617027015134,1430,0.011811024,0.5,1.5,
7617027015158,1507,0,0.5,1.5,
7617027015172,1468,0.011811024,0.5,1,
7617027016056,429,0.251968504,2.5,6,
7617027017305,1110,0,49,0.5,
7617027017527,1044,0,39,0.5,
7617027017541,1044,0,39,0.5,
7617027018135,961,0.669291339,1,14,
7617027018159,961,0.669291339,1,14,
7617027018593,1611,0.051181102,0.5,2,
7617027020077,3400,0,0,92,
7617027020237,3400,0,0,92,
7617027020596,3404,0,0,92,
7617027024426,3404,0,0,92,
7617027039178,1184,0.019685039,5.7,2.5,
7617027041973,68,0,4,0,
7617027046237,832,0.62992126,3,9,
7617027046251,770,0.511811024,2.5,9,
7617027046299,746,0.590551181,2.5,8,
7617027048118,1795,1,1,21,
7617027049955,1482,0.011811024,2.5,1.5,
7617027051415,340,0,19,0.5,
7617027051491,290,0,16,0,
7617027051514,290,0,16,0.5,
7617027053440,1520,0.118110236,0.5,8,
7617027055222,1930,0.511811024,11,23,
7617027056229,1423,0.708661417,7,1.5,
7617027056243,1431,0.511811024,4,1.5,
7617027056267,1402,0.708661417,3,2,
7617027059817,323,0,18,0.5,
7617027064378,68,0,4,0,
7617027064590,190,0.059055118,11,0,
7617027064743,1563,0.007874016,1,8,
7617027067652,1460,0.393700787,10,2,
7617027067850,1511,0.011811024,0.5,1,
7617027068093,1772,0.236220472,27,20,
7617027068116,1732,0.236220472,30,18,
7617027068536,1380,0.039370079,1,1,
7617027068710,1421,0.007874016,82,0.5,
7617027070874,547,0.196850394,7,1.5,
7617027071420,415,0.007874016,22,0.5,
7617027071567,2690,0.3,0.7,72,
7617027080224,1573,0.393700787,4,1,
7617027081061,1137,1.181102362,0.8,22,
7617027081276,850,0.511811024,1.5,10,
7617027081948,1740,0.275590551,19,10,
7617027090339,2390,0.031496063,58,36,
7617027091695,1421,0.007874016,82,0.5,
7617027098410,612,0.787401575,0.5,15,
7617027099349,1321,0.153543307,0.5,31,
7617027099509,1406,1.062992126,0.5,31,
7617027101356,229,0,13,0.5,
7617027101578,290,0,14,0.5,
7617027113410,1570,1.023622047,1,12,
7617027118217,577,0.905511811,1,8,
7617027140195,330,0,19,0,
7617027140362,390,0.019685039,4.5,6.3,
7617027140485,330,0,19,0,
7617027140591,287,0.003937008,16,0,
7617027140638,330,0,19,0,
7617027140652,290,0,16,0,
7617027140676,219,0.003937008,12,0,
7617027140744,500,0.04,13,5.2,
7617027140829,200,0.039370079,11,0,
7617027149556,1166,1.181102362,0.5,24,
7617027159074,3050,0.039370079,0.5,82,
7617027159098,3051,0.003937008,0.5,82,
7617027160940,3370,0,0,91,
7617027160964,3367,0,0,91,
7617027161152,1020,0.984251969,0.7,20,
7617027161916,560,1.181102362,21,0.5,
7617027161930,132,1.181102362,21,0.5,
7617027199711,726,0.511811024,1.5,3,
7617027200332,2030,0.051181102,27,23,
7617027558075,113,0.228346457,3.5,0.5,
7617027577724,650,0.984251969,4.5,7,
7617027617079,1686,0.196850394,21,9,
7617027617321,1622,0.098425197,42,4,
7617027620857,213,0.031496063,1.5,2.5,
7617027622882,2109,0.267716535,36,25,
7617027626804,695,0.334645669,0.5,0.5,
7617027631396,92,0.1,2.5,0.5,
7617027631594,104,0.590551181,3,0.5,
7617027633543,138,0.6,0,0.5,
7617027633741,810,0.905511811,0.5,18,
7617027664943,1712,0.125984252,11,12,
7617027711333,2233,0.090551181,42,31,
7617027716345,1300,0,0.5,26,
7617027723206,460,0.669291339,1,3,
7617027725491,1809,1.417322835,0.5,38,
7617027725613,2003,1.456692913,0.5,43,
7617027730341,912,1.377952756,0,21,
7617027731652,3404,0,0,92,
7617027733953,1060,0.64,1,22,
7617027734721,614,0.787401575,33,0.5,
7617027734820,3406,0.905511811,0,92,
7617027734868,598,3.74015748,25,0.5,
7617027738378,227,0.866141732,5,0.5,
7617027744447,1690,0.157480315,17,10,
7617027745888,1970,0,0,16,
7617027746144,2404,0.051181102,44,41,
7617027746410,2461,0.051181102,43,43,
7617027746908,1475,0.137795276,20,10,
7617027747622,1766,0.011811024,46,5,
7617027747646,259,0,14,0.5,
7617027748360,1350,1.299212598,2.5,25,
7617027753586,1030,0.24,1.5,19,
7617027775939,2569,0.393700787,5,50,
7617027777056,2215,0.043307087,42,36,
7617027787659,1729,0.295275591,28,16,
7617027788663,2041,0.748031496,2,24,
7617027788700,1534,0,0.5,1.5,
7617027788717,1816,0.023622047,25,17,
7617027790918,2525,0.031496063,7,50,
7617027798266,1797,0.118110236,20,13,
7617027800600,1410,0.031496063,7,2,
7617027801072,900,1.496062992,0.5,10,
7617027807074,1725,0.326771654,26,17,
7617027807395,2006,0.299212598,27,27,
7617027807418,1760,0.279527559,2.5,13,
7617027808156,1800,0.18,22,14,
7617027815628,1500,0.511811024,2,30,
7617027815635,1770,0.551181102,0.5,46,
7617027815642,1790,0.787401575,0.5,46,
7617027815697,3367,0,0,91,
7617027815994,1780,0.590551181,0.5,46,
7617027816069,1760,0.669291339,6,43,
7617027831963,521,0.472440945,2,11,
7617027845557,280,0.003937008,14,0.5,
7617027845571,276,0,14,0.5,
7617027846998,1331,0,56,0.9,
7617027848923,1700,0.511811024,2,23,
7617027851176,1191,1.377952756,1,23,
7617027851350,3051,0.003937008,0.5,82,
7617027852241,69,0.551181102,2,0.5,
7617027853019,165,0.708661417,5,0.5,
7617027853026,129,0.511811024,1,0.5,
7617027853095,187,0.669291339,8,0.5,
7617027853101,226,0.590551181,10,0.5,
7617027853118,161,0.590551181,4.5,0.5,
7617027853125,141,0.826771654,3,0.5,
7617027854498,1511,0,0.5,1,
7617027854504,3367,0,0,91,
7617027854825,190,0.472440945,2,0.5,
7617027855389,164,0.027559055,6,0.5,
7617027860093,2234,0.232283465,27,31,
7617027860314,2247,0.248031496,22,31,
7617027863834,247,0.003937008,11,0.5,
7617027867627,1580,0.007874016,40,3.5,
7617027867931,1852,1.102362205,0.7,17,
7617027869157,1700,0,0,0,
7617027870351,473,0.669291339,2.5,4,
7617027873352,667,0.287401575,2,6,
7617027876414,684,0.511811024,0.5,7,
7617027876476,2042,0.511811024,34,21,
7617027878333,510,0.05,14,5.2,
7617027887588,1529,0,0.8,3,
7617027889964,159,0.433070866,0.5,3,
7617027892674,3441,0,0,93,
7617027897464,200,0.039370079,6,0.1,
7617027897488,300,0.039370079,5,2.5,
7617027897846,400,0,15,1,
7617027909631,961,0.196850394,1.5,17,
7617027911054,80,0,0.5,0.5,
7617027911771,226,0.011811024,12,0.5,
7617027915915,96,0.295275591,0.7,0.5,
7617027916011,317,0.196850394,7,1,
7617027916417,1321,0.551181102,4.5,19,
7617027917148,502,0.137795276,4,1.5,
7617027917391,430,0.984251969,14,2.5,
7617027917810,176,0.433070866,8,0.5,
7617027919265,2275,0.031496063,41,36,
7617027923712,1968,0.098425197,8,24,
7617027923828,688,0.295275591,0.5,1.5,
7617027923842,672,0.196850394,0.5,1,
7617027923866,726,0.551181102,2.5,4,
7617027924320,1778,0.433070866,12,11,
7617027934381,127,0.062992126,4.5,0.5,
7617027934671,380,0.157480315,4,2.5,
7617027937023,1535,0,0.5,0.5,
7617027937559,670,0.078740157,4,15,
7617027940832,990,0.905511811,5,18,
7617027941341,1690,0.149606299,33,23,
7617027941570,1137,1.377952756,4,22,
7617027942355,1772,0.070866142,22,11,
7617027944281,440,0.787401575,1,2,
7617027944526,520,0.787401575,1,5,
7617027945707,1590,0.051181102,46,9,
7617027948494,440,0.866141732,1,4,
7617027948777,1320,1.102362205,1,28,
7617027948814,1100,0.787401575,1,24,
7617027948999,1740,1.57480315,0.5,36,
7617027951654,1194,0.31496063,0.8,25,
7617027952217,971,0.708661417,0.5,20,
7617027953023,187,0,10,0.5,
7617027953146,246,0,10,0.3,
7617027954570,883,0.433070866,1.5,10,
7617027955652,75,0.295275591,0.5,0.5,
7617027956352,770,0.37,1,4,
7617027956376,797,0.374015748,1.5,4,
7617027959643,2010,0.137795276,21,22,
7617027960304,645,0.12992126,0.5,11,
7617027960908,620,0.098425197,42,4,
7617027964456,1159,0.590551181,0.5,21,
7617027970556,1719,0.393700787,22,7,
7617027970891,2086,0,0,0,
7617027972406,1706,0.393700787,22,8,
7617027975353,901,0.374015748,3.5,22,
7617027975391,929,0.295275591,12,16,
7617027975698,1378,0.031496063,75,0.5,
7617027979993,959,0.433070866,3,20,
7617027980739,50,0.393700787,0,0.5,
7617027981729,1166,1.181102362,0,24,
7617027982696,2007,0.208661417,38,22,
7617067006673,1010,1.082677165,1,20,
7617067012841,1680,0.590551181,0.1,33,
7617067016764,1680,0.787401575,0.1,28,
7617100037954,490,0.590551181,1,4,
7617100217530,480,0.590551181,1,3,
7617100217752,550,0.04,1,5,
7617100222718,1100,0.8,1,23,
7617300500005,3700,0,0,100,
7617300502009,3700,0,0,100,
7617300700337,3370,0.196850394,0,91,
7617300706117,1010,0.118110236,3,25,
7617300713351,3040,0,0.1,82,
7617300719568,3700,0,34,100,
7617300720786,3690,0,0.1,99.8,
7617300720809,3690,0,0.1,99.8,
7617300722278,3050,0,0.5,82,
7617300725194,2370,0.472440945,0,64,
7617300725231,3090,0,0.9,82,
7617400010084,2100,0.31496063,24,32,
7617400020014,478,0,14,3.5,
7617400020021,470,0,15,3.5,
7617400020038,509,0.019685039,18,3.5,
7617400020052,456,0.011811024,14,3.5,
7617400020069,503,0,16,3,
7617400020090,833,0.094488189,22,9,
7617400020151,1620,0.248031496,32,16,
7617400020212,493,0.090551181,19,1.5,
7617400020229,1621,0,0,0,
7617400020281,1832,0,0,0,
7617400020410,1980,0.11023622,38,26,
7617400020441,572,0.007874016,16,3.5,
7617400020458,1650,0.393700787,31,16,
7617400020779,1480,0.011811024,38,11,
7617400020847,1520,0,0,0,
7617400030020,1800,0.078740157,41,15,
7617400030044,1970,0.157480315,21,15,
7617400030051,2110,0.118110236,27,23,
7617400030105,1840,0.039370079,49,22,
7617400030129,2080,0.078740157,20,24,
7617400030136,1684,0.082677165,94,0.5,
7617400030150,2070,0,37,20,
7617400030167,1971,0.34,22,15,
7617400030174,2020,0.157480315,23,18,
7617400030181,1710,0.078740157,82,6,
7617400030198,2130,0.236220472,23,23,
7617400030235,1956,0.031496063,34,18,
7617400030327,2220,0.153543307,19,28,
7617400030389,2090,0.039370079,67,22,
7617400030532,1670,1.968503937,0.5,7,
7617400030563,2160,1.25984252,6,26,
7617400030716,1946,1.5,3,21,
7617400030723,1774,0.472440945,16,9,
7617400030761,1520,0.039370079,51,4,
7617400030976,2350,0.275590551,17,37,
7617400031003,1749,0.6,2,14,
7617400031300,1780,0.590551181,6,9,
7617400031454,2000,0.078740157,36,24,
7617400031560,2360,0.078740157,42,35,
7617400031720,2000,0.078740157,29,24,
7617400031829,2230,0.118110236,45,31,
7617400032055,1812,0.3,0.9,15,
7617400032185,2140,0.078740157,33,29,
7617400032505,1984,0.669291339,24,19,
7617400032789,2150,0.196850394,37,24,
7617400032796,2151,0.173228346,34,25,
7617400033342,1750,0.433070866,13,9,
7617400033427,1813,0.287401575,17,16,
7617400033717,1940,0.590551181,3,21,
7617400034349,1723,0.125984252,46,12,
7617400034431,1804,0.047244094,43,12,
7617400034486,453,0.4,27,15,
7617400034608,1750,0.590551181,2,14,
7617400034868,2211,0.031496063,0,28,
7617400034905,2228,0.078740157,38,29,
7617400034967,1945,0.118110236,32,17,
7617400034974,2236,0.059055118,41,32,
7617400034981,2184,0.078740157,39,29,
7617400034998,2238,0.062992126,23,29,
7617400035490,2180,0.118110236,34,30,
7617400035513,1936,0.248031496,22,18,
7617400035636,1820,0.748031496,3.5,12,
7617400035780,2250,0.039370079,47,30,
7617400035797,2100,0.078740157,48,24,
7617400035810,2150,0.157480315,22,24,
7617400035834,1930,0.157480315,23,18,
7617400035896,1780,0.433070866,9,6,
7617400036039,2063,0.17,23,20,
7617400036220,2183,0.118110236,28,27,
7617400036299,1840,0.748,2,13,
7617400036480,2280,0.039370079,37,34,
7617400036503,2100,0.039370079,27,21,
7617400036541,2240,0.078740157,44,32,
7617400036596,1750,4.330708661,15,8,
7617400036770,1860,0.157480315,33,17,
7617400037081,2017,0.263779528,32,21,
7617400037333,1800,0.31496063,9,9,
7617400037364,2012,0.161417323,26,25,
7617400037371,2100,0.141732283,41,24,
7617400037388,1872,0.125984252,28,18,
7617400037395,1872,0.098425197,31,15,
7617400037401,2155,0.07480315,28,26,
7617400037449,1913,0.11023622,32,19,
7617400037456,2252,0.082677165,42,30,
7617400037548,2023,0.114173228,16,22,
7617400037562,2049,0.106299213,32,19,
7617400037579,2129,0.059055118,25,29,
7617400037609,1890,0.354330709,22,11,
7617400037616,2182,0.090551181,47,28,
7617400037623,1980,0.039370079,36,19,
7617400037784,2142,0.232283465,27,26,
7617400037807,2250,0.31496063,31,30,
7617400037814,1910,0.078740157,37,18,
7617400037821,2250,0.118110236,37,32,
7617400037838,2230,0.078740157,35,32,
7617400037845,2330,0.078740157,36,35,
7617400037920,2200,0.118110236,2,37,
7617400037951,2120,0.157480315,37,25,
7617400037968,2290,0.118110236,25,31,
7617400038019,1970,0.118110236,43,15,
7617400038026,2280,0.196850394,37,29,
7617400038064,2263,0.05511811,41,33,
7617400038293,2680,0.039370079,33,53,
7617400038538,1910,0.866141732,2.5,15,
7617400038644,2300,0.157480315,35,32,
7617400038699,2296,0.204724409,21,32,
7617400038798,2561,0.13,42,43,
7617400038804,2147,0.295275591,34,26,
7617400038866,2150,0.196850394,37,24,
7617400038910,2054,0.511811024,5,28,
7617400039061,2040,0.196850394,27,22,
7617400039078,1910,0.098425197,30,25,
7617400039122,2187,0.393700787,25,27,
7617400040029,1123,0.047244094,23,18,
7617400040296,680,0.039370079,24,6,
7617400041590,1100,0.078740157,20,17,
7617400041668,520,0.011811024,28,0.5,
7617400041859,889,0.059055118,21,11,
7617400042634,570,0.039370079,26,1.5,
7617400042641,390,0.03,13,3.5,
7617400044010,1050,0.039370079,20,15,
7617400044911,490,0.003937008,24,0.5,
7617400045291,555,0.003937008,31,0.5,
7617400048803,661,0.062992126,21,6,
7617400049145,353,1.57480315,6,0.5,
7617400049152,415,1.968503937,6,1,
7617400049169,370,0,6,0.5,
7617500044101,136,0,8,0,
7617500193311,2,0.007874016,0,0,
7617500193472,1,0.007874016,0,0,
7617500193953,60,0,3.5,0,
7617500193991,60,0,3.5,0,
7617500194684,153,0,23,0,
7617500197005,204,0,12,0,
7617500197012,204,0,12,0,
7617500197029,204,0,12,0,
7617500197043,42,0,1.5,0,
7617500197067,60,0.011811024,3.5,0,
7617500197074,60,0.007874016,3.5,0,
7617500197098,60,0,3.5,0,
7617500197487,187,0.003937008,10,0,
7617500197524,153,0.003937008,8,0,
7617500197548,119,0.003937008,6,0,
7617500197586,187,0.003937008,10,0,
7617500197609,187,0.003937008,10,0,
7617500197661,136,0.003937008,7,0,
7617500197708,255,0.003937008,14,0,
7617500197869,153,0,9,0,
7617500197906,136,0,0,0,
7617500198019,204,0,12,0,
7617500198026,51,0,3,0,
7617500198118,136,0,8,0,
7618100021509,1910,0,61,18,
7618500940202,190,0.027559055,10,0.5,
7618500940806,100,0.393700787,4,0,
7618500940998,105,0.267716535,4,0.5,
7618500941124,150,0.031496063,6,0,
7618500942466,230,0,0,0.5,
7618500942633,261,0.015748031,9,0.5,
7618500944606,260,0,14,0,
7618500947379,244,0,13,0.5,
7618500948345,220,0.019685039,10,0,
7618500948352,170,0.027559055,7.8,0,
7618500948482,192,0.011811024,10,0.5,
7618500948673,185,0.015748031,9.2,0.1,
7618500970049,171,0.05511811,9,0.5,
7622200000111,2330,0.14,47,36,
7622200001149,2315,0.011811024,38.5,37.5,
7622200002290,2300,0.003937008,44.5,35.5,
7622200003938,2415,0.177165354,52,38.5,
7622200004614,2320,0.098425197,48.5,35.5,
7622200005482,2280,0.01,48,35,
7622200006847,2186,0.051181102,44.3,29.6,
7622200007332,2350,0.188976378,53,35,
7622200009084,2330,0.169291339,46.5,35,
7622200010820,2235,0.059055118,59.5,29.5,
7622200183081,1690,0.196850394,42.5,9.5,
7622200348084,1980,0.098425197,55,24.5,
7622200357765,2238,0.059055118,59.5,0,
7622201003753,2220,0.169291339,58,29.5,
7622201022549,2300,0.11,56,33.5,
7622201024376,2270,0,0,32,
7622201047764,1875,0.019685039,72,14.5,
7622201062552,1775,0.255905512,43,11.5,
7622210007469,2141,0.216535433,49,26,
7622210007476,2190,0.31496063,50.5,28,
7622210008992,685,0,0,0.1,
7622210009333,1020,0.13,36,6.5,
7622210009388,1700,0.338582677,31,23,
7622210011954,2250,0.12,37.5,32.5,
7622210022745,2190,0.32,50,28.5,
7622210022776,2145,0.208661417,49,25.5,
7622210027474,320,0,0,0,
7622210036995,2235,0.059055118,59.5,29.5,
7622210038067,632,0.31496063,5.1,11,
7622210055439,2155,0.157480315,61,26.5,
7622210055828,1130,1.09,6,22.5,
7622210056078,2050,0.031496063,44,27,
7622210071415,590,0.484251969,4.6,10,
7622210072238,2205,0.334645669,58.5,31,
7622210073860,753,0.118110236,0,0.5,
7622210074768,2125,0.413385827,37,26,
7622210078476,1100,0.4,2.7,25.5,
7622210080370,855,1.165354331,42,0.4,
7622210080387,769,1.141732283,38,0.6,
7622210080677,671,0.003937008,0.1,0.5,
7622210090850,970,0,0,0,
7622210090935,975,0,0,0,
7622210091161,2145,0.209,49,25.5,
7622210091864,1520,0.720472441,3,37.5,
7622210094124,2035,0.433070866,23.5,22,
7622210100061,2230,0.133858268,53,31,
7622210100092,2305,0.003937008,43.5,36,
7622210100917,2125,0.24,34.5,24,
7622210100924,2200,0.63,5.9,30,
7622210103024,705,0,0,2,
7622210104137,2295,0.015748031,49.5,34.5,
7622210104526,1690,0.196850394,42.5,9.5,
7622210104588,1655,0.118110236,49.5,5.9,
7622210106124,707,0,0,2,
7622210106162,707,0,0,2,
7622210107121,2160,0.17,60,27.5,
7622210107169,2205,0.16,56.5,30,
7622210107749,2190,0.181102362,52.5,30.5,
7622210110091,1910,0.090551181,61,19,
7622210112262,1815,0.307086614,32,21,
7622210116475,1495,0,68.6,3.5,
7622210116543,1495,0,68.6,3.5,
7622210121967,730,0.007874016,0,3.1,
7622210122117,620,0,0,0.5,
7622210122216,2280,0.078740157,52,32.5,
7622210122575,2330,0.078740157,49.5,35.5,
7622210125439,1900,0.18,40,24,
7622210125477,1925,0.18,41,25,
7622210126986,1910,0.562992126,5.8,26,
7622210127006,2195,0.59,6.9,29,
7622210127297,2155,0.157480315,61,26.5,
7622210128379,1940,0.97,5.9,18.5,
7622210130181,2350,0.047244094,47,37,
7622210137258,2092,0.275590551,43,23,
7622210137289,2085,0.45,33,23,
7622210139153,1600,0.287401575,12,3.5,
7622210139641,1755,0.492125984,6.1,11,
7622210141552,1795,0.976377953,12,11,
7622210142115,2370,0.08,40.5,38.5,
7622210142139,2350,0.003937008,39.5,38.5,
7622210143006,2105,0.157480315,40,26,
7622210143136,2320,0.12992126,51,34.5,
7622210144300,1955,0.23,32,18,
7622210144461,1970,0.25,33,17,
7622210146069,2375,0.165354331,51,37,
7622210146120,2385,0.169291339,52.5,37,
7622210147370,720,0,0,0.3,
7622210148285,2210,0.17,57.5,29.5,
7622210148315,2325,0.14,46,36.5,
7622210148919,2205,0.003937008,53.5,29.5,
7622210150363,2290,0.0787,51,33.5,
7622210150387,2240,0.137795276,53.5,30.5,
7622210150424,2222,0.125984252,43,0,
7622210152619,1674,0.197,42.5,9.5,
7622210152756,1611,0.003937008,52.5,4.2,
7622210153821,2335,0.0906,21.5,47.5,
7622210153838,2330,0.0512,22.1,44.7,
7622210153937,913,0.295275591,4,21.5,
7622210156105,1674,0.19686063,42.5,0,
7622210156129,1695,0.011811024,62,6.2,
7622210158284,2220,0.169291339,58.5,29.5,
7622210161024,1925,0.169291339,68,19,
7622210161338,2210,0.17,57.5,29.5,
7622210164308,2205,0.74015748,5.9,31,
